metadata,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,lang
[object Object],Sun Nov 22 16:43:25 +0000 2015,668469847982891000,668469847982891009,Congratulations to Tricia Smith on her election as President of the Canadian Olympic Committee. Go Canada Go!,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,,en
[object Object],Sun Nov 22 15:49:07 +0000 2015,668456182055440400,668456182055440385,RT @Im_Treasure_: If Donald Trump wins the presidential election we should all move to Canada or something. Leave his crazy ass here by him…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,2,0,[object Object],false,false,,en
[object Object],Sun Nov 22 22:49:19 +0000 2015,668561926012579800,668561926012579840,"people joke every election cycle about if X gets elected, they're moving to Canada/Australia, etc. But for real, what if Trump makes it?","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 16:34:39 +0000 2015,668467640671854600,668467640671854596,RT @CescFinesse: Actually worried that all African-Americans will come to Canada if Trump wins the election,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,,en
[object Object],Sun Nov 22 17:18:35 +0000 2015,668478695590469600,668478695590469632,"N.W.T. election results on TV, on radio, online and in person https://t.co/udeq9tm5bf","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:12:03 +0000 2015,668507249942339600,668507249942339584,RT @SamErinJacob: I will move to Canada if trump wins the election.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,2,0,[object Object],false,false,,en
[object Object],Sun Nov 22 18:08:08 +0000 2015,668491165344227300,668491165344227328,RT @millsatoval: Congratulations to Tricia Smith on her election as President of the Canadian Olympic Committee. Go Canada Go!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,,en
[object Object],Sun Nov 22 17:54:20 +0000 2015,668487692154495000,668487692154494976,"N.W.T. votes 2015 | Meet the candidates: In the lead-up to the Northwest Territories general election, CBC North... https://t.co/WQcyTwR3DL","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 16:45:05 +0000 2015,668470265773465600,668470265773465600,"@CBCPolitics Yeah. France - you can count on #Canada - we've got your back, eh!

*Runs away to fulfill an election promise.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,668469183743574000,668469183743574016,74186967,74186967,CBCPolitics,[object Object],,,[object Object],,false,3,2,[object Object],false,false,,en
[object Object],Mon Nov 23 00:05:33 +0000 2015,668581111577108500,668581111577108480,Opposition candidate Macri leads Argentina&amp;#39;s presidential election - Yahoo News Canada https://t.co/MXSRXPg2G5 via @yahoocanadanews,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,true,en
[object Object],Sun Nov 22 22:29:48 +0000 2015,668557014822469600,668557014822469636,1847 ELECTION DOCUMENT WILSON SMALL CORPORATION OF THE CITY OF NEW YORK JUNE 7 https://t.co/vUKxJpHHod https://t.co/v8o3N0VsLE,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:29:47 +0000 2015,668557010443632600,668557010443632640,1847 ELECTION DOCUMENT WILSON SMALL CORPORATION OF THE CITY OF NEW YORK JUNE 7 https://t.co/6ogCcCiKsq https://t.co/YQveWpEJyn,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 16:58:20 +0000 2015,668473599829934100,668473599829934080,"RT @SeeminglyCursed: @CBCPolitics Yeah. France - you can count on #Canada - we've got your back, eh!

*Runs away to fulfill an election pro…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",false,,,,,,[object Object],,,,,false,3,0,[object Object],false,false,,en
[object Object],Sun Nov 22 22:36:48 +0000 2015,668558778254528500,668558778254528512,@DCPresson @Countrygrown35 The Liberal Party of Canada just won the election. Tossing out the RWNJ's who'd tried to ruin Canada for 10 years,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,668557185962610700,668557185962610689,2949773511,2949773511,DCPresson,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 17:02:10 +0000 2015,668474564154888200,668474564154888192,"RT @SeeminglyCursed: @CBCPolitics Yeah. France - you can count on #Canada - we've got your back, eh!

*Runs away to fulfill an election pro…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,3,0,[object Object],false,false,,en
[object Object],Sun Nov 22 19:59:30 +0000 2015,668519191436128300,668519191436128257,RT @Im_Treasure_: If Donald Trump wins the presidential election we should all move to Canada or something. Leave his crazy ass here by him…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,2,0,[object Object],false,false,,en
[object Object],Sun Nov 22 22:44:17 +0000 2015,668560661958565900,668560661958565889,1847 ELECTION DOCUMENT J. H. HOBART HAWS CORPORATION OF THE CITY OF NEW https://t.co/Yvq7LuxkcL https://t.co/D2iDrjyEFt,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 17:01:31 +0000 2015,668474399628984300,668474399628984320,"RT @SeeminglyCursed: @CBCPolitics Yeah. France - you can count on #Canada - we've got your back, eh!

*Runs away to fulfill an election pro…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,3,0,[object Object],false,false,,en
[object Object],Sun Nov 22 23:47:43 +0000 2015,668576625924141000,668576625924141056,RT @TolerantCanada: Trans-Pacific Partnership text won't be available before election http://t.co/57SjIi2BHV 2hat is @pmharper hiding ? #cd…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 23:54:28 +0000 2015,668578324172640300,668578324172640257,The Apathy Party of Canada is predicting a sweep across the nation in this upcoming federal election - https://t.co/4dljvHIpFe,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 21:53:05 +0000 2015,668547776280563700,668547776280563713,I'm looking at some of these American Politics headlines and seeing that they did the same thing in the Canada election.,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 20:17:01 +0000 2015,668523599918182400,668523599918182400,This conservative defeat will reverberate to when PM calls an election in 2020.It will be in sight. #Fedelxn #Canada,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 19:17:12 +0000 2015,668508545701257200,668508545701257216,RT @bstaples: How big of apps can Azure App Service handle? Apparently 1300 cores and  800k requests/second.  https://t.co/MRaH9aY3WS #AppS…,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",false,,,,,,[object Object],,,,,false,19,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:19:40 +0000 2015,668554466346451000,668554466346450944,Mississippi state election settled by 'drawing straws' - BBC News https://t.co/04kvnTk3RX,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:39:13 +0000 2015,668514087504998400,668514087504998400,.@MFS001 I was in Canada day before election they said Obama sent his people up to help elect Trudeau! Obama puppet!,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",false,668486124227031000,668486124227031040,38422859,38422859,MFS001,[object Object],,,,,false,1,1,[object Object],false,false,,en
[object Object],Sun Nov 22 23:34:59 +0000 2015,668573420582514700,668573420582514689,"If @realDonaldTrump wins the election, all intelligent lifeforms will migrate to Canada. #BoldPredictions","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,0,3,[object Object],false,false,,en
[object Object],Mon Nov 23 00:14:37 +0000 2015,668583393056157700,668583393056157696,@maggiepriceless @_Confessor And people get sick of their rhetoric after a while.  Witness our last election in Canada.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,668582859423150100,668582859423150080,233749323,233749323,maggiepriceless,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Mon Nov 23 00:33:40 +0000 2015,668588186172571600,668588186172571652,"A mass hysteria lead to Trudeau election in Canada. Hysteria means that ""Indoctrination Emitters"" were deployed. https://t.co/1sWbYNnxzp","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:30:06 +0000 2015,668557090043113500,668557090043113472,1847 ELECTION DOCUMENT WILSON SMALL CORPORATION OF THE CITY OF NEW YORK JUNE 7 https://t.co/cqpS8oJXVL https://t.co/crKOOu3KQC,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:49:47 +0000 2015,668516745083289600,668516745083289601,Canada votes first new leader in 10 years as Justin Trudeau's Liberal party wins - CNN https://t.co/hdvz3751rk,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:17:24 +0000 2015,668508597664489500,668508597664489472,Mississippi state election settled by 'drawing straws' https://t.co/VFDIahQtAj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 15:38:47 +0000 2015,668453580190289900,668453580190289920,If Donald Trump wins the presidential election we should all move to Canada or something. Leave his crazy ass here by himself,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,2,2,[object Object],false,false,,en
[object Object],Sun Nov 22 20:27:50 +0000 2015,668526322214289400,668526322214289408,"RT @archiemc: Follow @CBCNorth's NWT election coverage Monday on TV, radio, online and in-person: https://t.co/xo8qK1LVD5 #nwtvotes #nwtpol…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:08:52 +0000 2015,668506450495299600,668506450495299584,RT @bstaples: How big of apps can Azure App Service handle? Apparently 1300 cores and  800k requests/second.  https://t.co/MRaH9aY3WS #AppS…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,19,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:30:07 +0000 2015,668511796601290800,668511796601290752,"RT @archiemc: Follow @CBCNorth's NWT election coverage Monday on TV, radio, online and in-person: https://t.co/xo8qK1LVD5 #nwtvotes #nwtpol…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:17:08 +0000 2015,668508531981729800,668508531981729792,RT @bstaples: How big of apps can Azure App Service handle? Apparently 1300 cores and  800k requests/second.  https://t.co/MRaH9aY3WS #AppS…,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",false,,,,,,[object Object],,,,,false,19,0,[object Object],false,false,false,en
[object Object],Mon Nov 23 00:50:48 +0000 2015,668592498730786800,668592498730786816,"RT @NNeandertalienE: A mass hysteria lead to Trudeau election in Canada. Hysteria means that ""Indoctrination Emitters"" were deployed. https…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:58:49 +0000 2015,668519020468019200,668519020468019201,"RT @archiemc: Follow @CBCNorth's NWT election coverage Monday on TV, radio, online and in-person: https://t.co/xo8qK1LVD5 #nwtvotes #nwtpol…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 17:28:28 +0000 2015,668481182796013600,668481182796013568,BBC News - Mississippi state election settled by 'drawing straws' https://t.co/2F55MQXX3r,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Mon Nov 23 00:43:12 +0000 2015,668590586312699900,668590586312699905,"〜Canada withdrew from the air war after the election of Justin Trudeau. I desperately want France to do the same,... https://t.co/0lDgumDW1B","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 18:57:38 +0000 2015,668503623589109800,668503623589109760,"Follow @CBCNorth's NWT election coverage Monday on TV, radio, online and in-person: https://t.co/xo8qK1LVD5 #nwtvotes #nwtpoli #elxnwt","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 17:17:58 +0000 2015,668478540506112000,668478540506112000,"@CPC_HQ leaves Canada with a 3 billion deficit? 3 billion?!

Yeah, let's remember this fact next election. Conservatives create depression.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,190817371,190817371,CPC_HQ,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 15:22:58 +0000 2015,668449598684401700,668449598684401668,BBC News - Mississippi state election settled by 'drawing straws' https://t.co/jlVp3TLhIT,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 23:04:08 +0000 2015,668565658242826200,668565658242826240,https://t.co/ZYF9kayN65 How we're being fucked by Corporate Media- applies to Canada as well. Remember the election. #cdnpoli,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,1,2,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:39:56 +0000 2015,668559567534583800,668559567534583808,@Docdover not a bad idea. Need change on a global level. Maybe Canada election was the start,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,668558486683390000,668558486683389952,404116607,404116607,Docdover,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 22:06:49 +0000 2015,668551230692700200,668551230692700160,"@affan24 @JustinTrudeau 

Heheheh je Meri Dua qabool ho gai Te IK election jeet Jaan ge Tey teray Meray Nepal Canada Jaan de prog reh jan ge","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,668550591451439100,668550591451439108,429085614,429085614,affan24,[object Object],,,,,false,0,0,[object Object],false,false,,in
[object Object],Sun Nov 22 16:31:02 +0000 2015,668466730193330200,668466730193330176,Actually worried that all African-Americans will come to Canada if Trump wins the election,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,1,2,[object Object],false,false,,en
[object Object],Sun Nov 22 20:29:23 +0000 2015,668526712905314300,668526712905314304,RT @suzost: .@MFS001 I was in Canada day before election they said Obama sent his people up to help elect Trudeau! Obama puppet!,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,,en
[object Object],Sun Nov 22 20:10:12 +0000 2015,668521886003945500,668521886003945472,"RT @archiemc: Follow @CBCNorth's NWT election coverage Monday on TV, radio, online and in-person: https://t.co/xo8qK1LVD5 #nwtvotes #nwtpol…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 23:29:59 +0000 2015,668572163256025100,668572163256025088,RT @fraser_brad: https://t.co/ZYF9kayN65 How we're being fucked by Corporate Media- applies to Canada as well. Remember the election. #cdnp…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,true,en
[object Object],Sun Nov 22 21:01:22 +0000 2015,668534760638193700,668534760638193664,"Temporary election work helped #Canada gain over 44,000 jobs in October. https://t.co/02NsbBCCKW https://t.co/f6z4jN0ASB","<a href=""http://sendible.com"" rel=""nofollow"">Sendible App</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 17:24:25 +0000 2015,668480163449991200,668480163449991168,RT @mittsko: ふむ　⇒　カナダ次期首相、対「イスラム国」戦からの撤退を米国に伝達 https://t.co/k99tIJZqRH @Reuters_co_jpさんから,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,ja
[object Object],Sun Nov 22 22:17:09 +0000 2015,668553833698697200,668553833698697217,Mississippi state election settled by 'drawing straws'   https://t.co/wPVuKJ8VkK https://t.co/8eutB9bLRv,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 19:48:23 +0000 2015,668516395257217000,668516395257217025,"Congratulations to Tricia Smith on her election as the #coc president. An ambassador for Canada, sport and women! https://t.co/YaSsI5lzmg","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,true,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 18:45:02 +0000 2015,668500451491467300,668500451491467264,Liberals tipped for win in Canada's general election https://t.co/SpkaetBU17,"<a href=""http://place.holder"" rel=""nofollow"">AutonomousTwit</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 20:51:52 +0000 2015,668532371994579000,668532371994578944,Post-election analysis: How Canada’s cities voted in the federal election https://t.co/snRUMyiLYu,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Mon Nov 23 00:55:07 +0000 2015,668593584598331400,668593584598331394,Liberals tipped for win in Canada's general election https://t.co/BYVzxXIXSV,"<a href=""http://place.holder"" rel=""nofollow"">AutonomousTwit</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:18:06 +0000 2015,668554072551653400,668554072551653376,Trudeau and premiers meet to talk climate change: Quebec Premier Philippe Couillard agreed the... https://t.co/uINujl1byp #QuebecElection,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:51:27 +0000 2015,668562463089004500,668562463089004544,@BreitbartNews  If he pushes the issue 11 months before election the Democrats will be doomed,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",false,668560558627627000,668560558627627012,457984599,457984599,BreitbartNews,[object Object],,,,,false,0,0,[object Object],false,false,,en
[object Object],Sun Nov 22 21:35:57 +0000 2015,668543465861603300,668543465861603328,Election commentary: Canada's foreign aid https://t.co/cGr924WhMn via @torontostar,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 15:57:42 +0000 2015,668458341505605600,668458341505605632,RT @FollowingjobCom: #INEC Declares Kogi Governorship Election Inconclusive #jobs #500K #: The Independent National Electoral Commi... http…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 15:46:18 +0000 2015,668455472127586300,668455472127586304,#INEC Declares Kogi Governorship Election Inconclusive #jobs #500K #: The Independent National Electoral Commi... https://t.co/ekKqFksGal,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 18:56:40 +0000 2015,668503378960490500,668503378960490496,"RT @CBCNL: Wondering who's running in your district? Here's the full list of candidates for the 2015 provincial election.

https://t.co/xKO…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,4,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 22:37:03 +0000 2015,668558839042539500,668558839042539520,"#Argentina election: Exit polls project Opposition Leader Mauricio Macri to win #jobs #500K #: #BUENOS AIRES, ... https://t.co/St2pcQFN9m","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",false,,,,,,[object Object],,,,,false,0,0,[object Object],false,false,false,en
[object Object],Sun Nov 22 23:36:18 +0000 2015,668573752607674400,668573752607674368,RT @juliansher: @UBC apologizes after  @cbcfifth investigates delay on sex assault complaints -  read the news story here https://t.co/Rajm…,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",false,,,,,,[object Object],,,,,false,3,0,[object Object],false,false,false,en
[object Object],Mon Nov 23 00:37:04 +0000 2015,668589041919483900,668589041919483904,Mauricio Macri remporte l'élection présidentielle en Argentine https://t.co/5ThiwOx6sV,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,false,fr
[object Object],Sun Nov 22 23:45:21 +0000 2015,668576029640757200,668576029640757248,"UBC apologizes after CBC's fifth estate investigates delay on sex assault complaints

 https://t.co/WfQeWmzpSQ #cdnpoli #canada","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,,,,,,[object Object],,,,,false,2,0,[object Object],false,false,false,en
[object Object],Mon Nov 23 00:37:34 +0000 2015,668589170282115100,668589170282115072,RT @RadioCanadaInfo: Mauricio Macri remporte l'élection présidentielle en Argentine https://t.co/5ThiwOx6sV,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,,,false,1,0,[object Object],false,false,false,fr
[object Object],Sun Nov 22 23:48:55 +0000 2015,668576927796625400,668576927796625408,"RT @Min_Reyes: UBC apologizes after CBC's fifth estate investigates delay on sex assault complaints

 https://t.co/WfQeWmzpSQ #cdnpoli #can…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,,,,,,[object Object],,,,,false,2,0,[object Object],false,false,false,en
[object Object],Mon Nov 23 00:17:44 +0000 2015,668584177084796900,668584177084796929,Hello!  You have a new follower. Kind regards.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,,,[object Object],,,[object Object],,false,0,0,[object Object],false,false,,en
